Food ID	Food name	Energy (kJ)	Protein (g)	Fat, total (g)	Fat, saturated (g)	Available carbohydrate (g)	Total sugars (g)	Sodium (mg)
08A30342	Pork, crackling, roasted, salted	2129	33.8	42	16.3	0	0	3700
08A30343	Pork, butterfly steak, as purchased, raw	643	22.7	7	2.4	0	0	44
08A30344	Pork, butterfly steak, as purchased, grilled, no added fat	825	30.6	8.2	3.2	0	0	45
08A30347	Pork, forequarter chop, as purchased, raw	785	17.5	13.2	5	0	0	68
08A30348	Pork, forequarter chop, as purchased, barbecued, no added fat	988	23.3	16	6.1	0	0	76
08A30349	Pork, forequarter shoulder roast, as purchased, raw	762	17.6	12.5	4.8	0	0	69
08A30350	Pork, forequarter shoulder roast, as purchased, barbequed, no added fat	901	22.6	14	5.3	0	0	78
08A30353	Pork, leg roast, as purchased, raw	685	21.6	8.6	3.1	0	0	48
08A30354	Pork, leg roast, as purchased, roasted, no added fat	926	31.2	10.7	3.8	0	0	54
08A30356	Pork, leg steak (round, rump, topside, silverside), as purchased, raw	487	23.3	2.4	0.8	0	0	49
08A30357	Pork, leg steak (round, rump, topside, silverside), as purchased, fried with a small amount of pork fat	603	28.6	3.1	1.1	0	0	54
08A30358	Pork, strips, as purchased, raw	466	22.4	2.3	0.8	0	0	46
08A30359	Pork, loin chop, as purchased, raw	705	21.5	9.2	3.5	0	0	49
08A30360	Pork, loin chop, as purchased, dry fried	930	28	12.3	4.6	0	0	55
08A30361	Pork, scotch roast, as purchased, raw	893	18.9	15.5	6.1	0	0	46
08A30362	Pork, scotch roast, as purchased, roasted, no added fat	1024	29.6	14.1	5.2	0	0	56
08A30364	Pork, forequarter chop, semi-trimmed, barbequed, no added fat	771	25.4	9.2	3.5	0	0	74
08A30365	Pork, forequarter shoulder, semi-trimmed, barbequed, no added fat	748	24	9.2	3.5	0	0	77
08A30367	Pork, loin chop, semi-trimmed, dry fried	791	29.5	7.8	2.9	0	0	57
08A30369	Pork, loin chop, separable lean, raw	461	23.2	1.8	0.6	0	0	52
08A30370	Pork, loin chop, separable fat, raw	2694	7.9	69.2	27.3	0	0	24
08A30371	Pork, scotch roast, separable fat, raw	2124	10.7	52.5	22.2	0	0	30
08A30372	Pork, scotch roast, separable fat, roasted	2076	12.2	50.5	21.3	0	0	41
08A30373	Pork, medallion or loin steak, as purchased, raw	615	22.9	6.1	2.1	0	0	44
08A30374	Pork, medallion or loin steak, separable fat, fried with a small amount of pork fat	2307	14.9	55.5	19.5	0	0	47
08A30376	Pork, rump steak, separable lean, raw	508	25.3	2.1	0.7	0	0	50
08A30377	Pork, rump steak, as purchased, raw	568	24.8	4	1.4	0	0	49
08A30378	Pork, round steak, fully-trimmed, raw	416	22.1	1.1	0.3	0	0	48
08A30379	Pork, silverside steak, as purchased, raw	475	22.4	2.6	0.9	0	0	53
08A30380	Pork, topside steak, fully-trimmed, raw	482	24	2	0.6	0	0	48
08A30381	Pork, silverside steak, separable lean, raw	456	22.5	2	0.7	0	0	53
08A30382	Pork, rump steak, separable lean, fried with a small amount of pork fat	627	28.6	3.8	1.3	0	0	52
08A30384	Pork, round steak, fully-trimmed, fried with a small amount of pork fat	563	29.4	1.7	0.5	0	0	51
08A30385	Pork, topside steak, fully-trimmed, fried with a small amount of pork fat	582	29.2	2.3	0.7	0	0	55
08A30386	Pork, topside steak, as purchased, fried with a small amount of pork fat	583	29.2	2.4	0.8	0	0	55
08A30387	Pork, silverside steak, separable lean, fried with a small amount of pork fat	585	27.9	3	1	0	0	59
08A30389	Pork, round mini roast, separable lean, raw	444	23.7	1.1	0.3	0	0	50
08A30390	Pork, round mini roast, separable fat, raw	1842	11.3	44.6	16	0	0	38
08A30391	Pork, round mini roast, as purchased, raw	472	23.5	2	0.7	0	0	50
08A30392	Pork, round mini roast, separable lean, roasted, no added fat	682	34.7	2.5	0.8	0	0	54
08A30393	Pork, round mini roast, separable fat, roasted	1961	16.3	45.5	16.3	0	0	54
08A30394	Pork, round mini roast, as purchased, roasted, no added fat	699	34.5	3.1	1	0	0	54
08A30395	Pork, loin roast, separable lean, raw	478	23.3	2.2	0.8	0	0	52
08A30396	Pork, loin roast, separable fat, raw	2941	5.2	77.1	29	0	0	27
08A30397	Pork, loin roast, as purchased, raw	943	19.9	16.4	6.1	0	0	47
08A30398	Pork, loin roast, separable lean, roasted, no added fat	860	31.9	8.6	2.9	0	0	57
08A30399	Pork, loin roast, separable fat, roasted	2629	8.8	67	25.2	0	0	40
08A30400	Pork, loin roast, as purchased, roasted, no added fat	1093	28.9	16.3	5.9	0	0	55
08A30401	Pork, loin cutlet, as purchased, raw	843	21	13.1	4.6	0	0	42
08A30478	Pork, 60% chemical lean, raw	1694	12.6	40	15.3	0	0	50
08A40144	Veal, cutlet, separable lean, raw	459	24.6	1.1	0.4	0	0	45
08A40145	Veal, cutlet, fully-trimmed, raw	494	24.4	2.1	0.9	0	0	44
08A40146	Veal, cutlet, semi-trimmed, raw	512	24.3	2.7	1.2	0	0	44
08A40147	Veal, cutlet, untrimmed, raw	523	24.2	3	1.3	0	0	44
08A40148	Veal, cutlet, separable lean, grilled, no added fat	552	28.1	2	0.8	0	0	46
08A40149	Veal, cutlet, fully-trimmed, grilled, no added fat	595	27.8	3.3	1.5	0	0	45
08A40150	Veal, cutlet, semi-trimmed, grilled, no added fat	625	27.6	4.2	2	0	0	45
08A40151	Veal, cutlet, untrimmed, grilled, no added fat	632	27.5	4.4	2.1	0	0	45
08A40152	Veal, diced, separable lean, raw	448	23.1	1.5	0.5	0	0	46
08A40153	Veal, diced, fully-trimmed, raw	452	23.1	1.6	0.6	0	0	46
08A40154	Veal, diced, untrimmed, raw	466	23	2	0.8	0	0	46
08A40155	Veal, diced, separable lean, dry fried	653	31.9	3	1.1	0	0	85
08A40156	Veal, diced, fully-trimmed, dry fried	660	31.8	3.2	1.2	0	0	85
08A40157	Veal, diced, untrimmed, dry fried	679	31.6	3.8	1.6	0	0	84
08A40158	Veal, leg roast, separable lean, raw	470	24.4	1.5	0.4	0	0	56
08A40159	Veal, leg roast, fully-trimmed, raw	489	24.3	2	0.7	0	0	55
08A40160	Veal, leg roast, separable lean, grilled, no added fat	655	34.4	1.9	0.5	0	0	49
08A40161	Veal, leg roast, fully-trimmed, grilled, no added fat	665	34.2	2.2	0.7	0	0	49
08A40162	Veal, leg steak, separable lean, raw	470	24.4	1.5	0.4	0	0	56
08A40163	Veal, leg steak, fully-trimmed, raw	481	24.3	1.8	0.6	0	0	56
08A40164	Veal, leg steak, untrimmed, raw	482	24.3	1.8	0.6	0	0	56
08A40165	Veal, leg steak, separable lean, grilled, no added fat	655	34.4	1.9	0.5	0	0	49
08A40166	Veal, leg steak, fully-trimmed,  grilled, no added fat	662	34.3	2.1	0.7	0	0	49
08A40167	Veal, leg steak, untrimmed, grilled, no added fat	675	34.1	2.6	0.9	0	0	49
08A40168	Veal, loin chop, separable lean, raw	440	22.6	1.5	0.5	0	0	91
08A40169	Veal, loin chop, fully-trimmed, raw	461	22.5	2.1	0.8	0	0	91
08A40170	Veal, loin chop, untrimmed, raw	555	22.2	4.8	2.1	0	0	89
08A40171	Veal, loin chop, separable lean, grilled, no added fat	606	29.8	2.7	1.1	0	0	100
08A40172	Veal, loin chop, fully-trimmed, grilled, no added fat	652	29.4	4.1	1.9	0	0	100
08A40173	Veal, loin chop, untrimmed, grilled, no added fat	674	29.2	4.8	2.2	0	0	100
08A40174	Veal, stir-fry strips, separable lean, raw	536	27.2	2	0.7	0	0	56
08A40175	Veal, stir-fry strips, fully-trimmed, raw	547	27.1	2.3	0.9	0	0	56
08A40176	Veal, stir-fry strips, untrimmed, raw	551	27.1	2.5	0.9	0	0	55
08A40177	Veal, stir-fry strips, separable lean, dry fried	614	30	2.8	1.1	0	0	79
08A40178	Veal, stir-fry strips, fully-trimmed, dry fried	620	29.9	3	1.2	0	0	79
08A40179	Veal, stir-fry strips, untrimmed, dry fried	623	29.9	3.1	1.2	0	0	79
08A40180	Veal, all cuts, separable fat, raw	1403	19.4	29	14	0	0	25
08A40181	Veal, all cuts, separable fat, cooked, no added fat	1573	20.7	33	17	0	0	32
08A40182	Veal, loin chop, separable fat, raw	1486	19.3	31.3	15.1	0	0	69
08A40183	Veal, loin chop, separable fat, grilled, no added fat	1685	20.1	36.3	18.7	0	0	99
08A40224	Veal, 80% chemical lean, raw	1091	20.6	20	9.6	0	0	32
08B10013	Venison, baked or roasted	664	32.9	2.8	1.2	0	0	53
08B10016	Venison, raw	458	22.6	2	0.8	0	0	53
08B10040	Rabbit, farmed, whole, raw	472	23.2	2.1	0.8	0	0	53
08B10041	Rabbit, flesh, casseroled	713	29.3	5.7	2.3	0.2	0.2	56
08B10042	Kangaroo, rump, raw	373	20.3	0.8	0.2	0	0	47
08B10043	Kangaroo, rump, baked	669	33.9	2.5	0.9	0	0	51
08B10044	Kangaroo, loin fillet, raw	397	21.4	0.9	0.3	0	0	40
08B10045	Kangaroo, loin fillet, grilled	566	30.7	1.2	0.4	0	0	44
08B10046	Buffalo, swamp, cube roll, raw	507	24.4	2.5	1	0	0	45
08B10047	Buffalo, swamp, topside, raw	448	24.6	0.8	0.3	0	0	41
08B10048	Buffalo, riverine, cube roll, raw	650	23.9	6.6	3.7	0	0	56
08B10049	Buffalo, riverine, topside, raw	496	24.4	2.2	1.1	0	0	56
08B10050	Camel, cube roll, raw	630	20.3	7.7	4.4	0	0	46
08B10051	Camel, rump, raw	475	21.4	3	1.3	0	0	52
08B10052	Crocodile, tail fillet, raw	442	22.5	1.6	0.5	0	0	51
08B10053	Crocodile, back leg, raw	455	22	2.2	0.6	0	0	70
08B10056	Venison, forequarter muscle, diced, lean, dry fried	539	28	1.7	0.7	0	0	63
08B10057	Venison, forequarter muscle, diced, lean, raw	415	22	1.1	0.5	0	0	58
08B10058	Venison, leg medallion, lean, dry fried	549	28.7	1.6	0.7	0	0	51
08B10059	Venison, leg medallion, lean, raw	457	23.5	1.5	0.6	0	0	49
08B10060	Venison, mince, premium, dry fried	644	29.8	3.7	2	0	0	101
08B10061	Venison, mince, premium, raw	465	21	2.9	1.6	0	0	71
08B10062	Venison, stir fry strips, lean, dry fried	654	35.2	1.5	0.6	0	0	58
08B10063	Venison, stir fry strips, lean, raw	439	23.6	1	0.4	0	0	46
08C10147	Turkey, breast, rolled roast, cooked	648	29.4	4	0.9	0	0	210
08C10156	Turkey, leg (thigh & drumstick), stewed or braised, with skin	1011	28.6	14.2	4.5	0	0	171
08C10214	Emu fillet, grilled	612	25.9	4.7	1.5	0	0	60
08C10218	Chicken, breast, lean, raw	438	22.3	1.6	0.5	0	0	41
08C10219	Chicken, breast, lean, skin & fat, raw	484	21.9	3	1	0	0	41
08C10220	Chicken, breast, lean, baked	637	29	3.9	1.2	0	0	46
08C10221	Chicken, breast, lean, skin & fat, baked	782	27.9	8.3	2.6	0	0	49
08C10222	Chicken, breast, lean, casseroled	596	27	3.7	1.2	0	0	41
08C10223	Chicken, breast, lean, skin & fat, casseroled	699	26.2	6.9	2.1	0	0	42
08C10225	Chicken, drumstick, lean, raw	492	18.5	4.8	1.5	0	0	71
08C10226	Chicken, drumstick, lean, skin & fat, raw	645	17.6	9.3	2.8	0	0	67
08C10228	Chicken, drumstick, lean, skin & fat, baked	944	26.8	13.1	4	0.3	0.3	101
08C10229	Chicken, drumstick, lean, casseroled	730	28.6	6.6	2.2	0	0	74
08C10230	Chicken, drumstick, lean, skin & fat, casseroled	870	27.1	11.1	3.4	0	0	71
08C10231	Chicken, skin only, raw	1515	12.7	35.1	10.7	0	0	43
08C10232	Chicken, skin only, baked	1818	22.3	38.9	11.8	0	0	78
08C10233	Chicken, skin only, casseroled	1742	18	38.8	11.4	0	0	51
08C10234	Chicken, thigh, lean, raw	496	18.3	5	1.5	0	0	62
08C10235	Chicken, thigh, lean, skin & fat, raw	940	15.5	18.3	5.6	0	0	53
08C10236	Chicken, thigh fillets (flesh & some fat), raw	608	17.5	8.4	2.5	0	0	60
08C10237	Chicken, thigh, lean, baked	733	24.2	8.7	2.7	0	0	76
08C10238	Chicken, thigh, lean, skin & fat, baked	941	23.3	14.8	4.5	0	0	75
08C10239	Chicken, thigh, lean, casseroled	810	26.3	9.8	3	0	0	62
08C10240	Chicken, thigh, lean, skin & fat, casseroled	996	24.5	15.7	4.8	0	0	60
08C10241	Chicken, wing, lean, raw	470	18.7	4.1	1.2	0	0	66
08C10242	Chicken, wing, lean, skin & fat, raw	917	16.1	17.4	5.3	0	0	56
08C10243	Chicken, wing, lean, baked	810	30.9	7.7	2.4	0	0	84
08C10244	Chicken, wing, lean, skin & fat, baked	1097	28.2	16.7	5.1	0	0	82
08C10245	Chicken, wing, lean, casseroled	800	27.9	8.8	2.7	0	0	70
08C10246	Chicken, wing, lean, skin & fat, casseroled	1064	25.1	17.2	5.2	0	0	65
08C10247	Chicken, fat only, raw	2392	5.1	62.3	19	0	0	22
08C10248	Chicken, fat only, baked	1916	9.9	47.2	14.9	0	0	51
08C10249	Chicken, fat only, casseroled	1862	14.2	43.8	13.3	0	0	49
08C10251	Turkey, breast, lean, raw	490	21.6	3.3	0.9	0	0	240
08C10253	Turkey, breast, lean, baked	648	29.4	4	1.1	0	0	210
08C10254	Turkey, breast, lean, skin & fat, baked	705	26.5	6.9	2.1	0	0	190
08C10257	Turkey, hindquarter, lean, baked	714	26.8	7	2.4	0	0	170
08C10258	Turkey, hindquarter, lean, skin & fat, baked	911	25.6	12.9	4.4	0	0	165
08C10263	Duck, lean, skin & fat, baked or roasted	765	24.3	9.5	3	0	0	95
08C10269	Chicken, maryland, lean, baked	755	25.5	8.6	2.6	0.1	0.1	87
08C10270	Chicken, maryland, lean, skin & fat, baked	942	24.6	14.1	4.3	0.1	0.1	85
08C10271	Chicken, breast, lean, grilled or barbecued, no added fat	600	30.5	2.2	0.7	0	0	45
08C10282	Chicken, breast, lean, skin & fat, dry fried	637	28.8	4	1.3	0	0	43
08C10283	Chicken, thigh, lean, dry fried	653	24.1	6.6	2	0	0	65
08C10287	Chicken, mince, raw	626	19.2	8.1	2.5	0	0	78
08C10288	Chicken, maryland, lean, raw	494	18.4	4.9	1.5	0	0	66
08C10296	Chicken, maryland, lean, stewed or braised	706	26.3	7	2.1	0	0	95
08C10298	Chicken, whole, lean, skin & fat, raw	702	18.5	10.5	3.2	0	0	51
08C10299	Chicken, whole, lean, raw	465	20.3	3.2	1	0	0	54
08C10301	Chicken, whole, lean, baked or roasted, no added fat	637	27.8	4.4	1.4	0	0	59
08C10302	Chicken, whole, lean, stewed or braised	665	29	4.6	1.4	0	0	77
08C10303	Turkey, breast, lean, stewed or braised	700	30.9	4.7	1.3	0	0	343
08C10304	Turkey, breast, lean, smoked, no added fat	671	29.6	4.5	1.2	0	0	263
08C10311	Chicken, breast, lean, smoked, no added fat	600	30.5	2.2	0.7	0	0	45
08C10320	Chicken, mince, dry fried	824	25.3	10.7	3.3	0	0	82
08C10321	Chicken, kebab, raw	452	21.8	2.2	0.7	0	0	43
08C10332	Chicken, breast, lean, skin & fat, smoked, no added fat	663	30	4.1	1.3	0	0	45
08C10333	Chicken, wing, lean, grilled or barbecued, no added fat	643	25.6	5.6	1.7	0	0	72
08C10337	Chicken, whole, lean, skin & fat, stewed or braised	1002	26.5	14.9	4.6	0	0	72
08C10338	Chicken, whole, lean, grilled or barbecued, no added fat	637	27.8	4.4	1.4	0	0	59
08C10340	Chicken, kebab, grilled or barbecued, no added fat	619	29.8	3	1	0	0	48
08C10356	Chicken, maryland, lean, skin & fat, stewed or braised	1132	23.6	19.7	6	0	0	86
08C10357	Chicken, mince, boiled or simmered	894	27.4	11.6	3.6	0	0	78
08C10362	Chicken, breast, lean, skin & fat, grilled or barbecued without added fat	663	30	4.1	1.3	0	0	45
08C10363	Duck, lean, stewed or casseroled	723	25.4	7.9	2.4	0	0	91
08C10374	Turkey, wing, flesh, skin & fat, casseroled	1064	25.1	17.2	5.2	0	0	65
08C10384	Chicken, drumstick, lean, baked, no added fat	830	29.9	8.5	2.5	0.4	0.4	120
08C10385	Chicken, skin, composite, raw	1515	12.7	35.1	10.7	0	0	43
08C10387	Chicken, separable fat, composite, raw	2392	5.1	62.3	19	0	0	22
08C10395	Chicken, breast, lean, dry fried	681	35	2	0.6	0.7	0.7	54
08C10398	Turkey, hindquarter, lean, raw	510	18.4	5.3	1.8	0	0	260
08C10400	Turkey, hindquarter, lean, skin & fat, raw	782	18.6	12.6	1.8	0	0	237
08C10403	Turkey,  breast, lean, skin & fat, raw	663	20.4	8.5	0.8	0	0	217
08C10405	Duck, skin & fat, raw	2352	9.5	59.2	18.1	0	0	34
08C10407	Duck, skin & fat, baked	2016	13.4	48.3	14.8	0	0	60
08C10408	Duck, lean, baked	765	24.3	9.5	3	0	0	95
08C10411	Duck, lean, skin & fat, raw	1585	13	36.9	11.3	0	0	58
08C10427	Chicken, breast, lean, grilled, no added fat	598	29.8	2.5	0.8	0	0	43
08C10479	Chicken, 60% chemical lean, raw	1666	10.8	40	12.2	0	0	34
08C20001	Pigeon, baked, without skin	883	26.9	11.5	3.1	0	0	169
08C20008	Quail, flesh & skin, baked	826	27.7	9.6	2.9	0	0	58
08C20009	Quail, flesh & skin, raw	722	18.5	11	3.3	0	0	45
08C20011	Ostrich, fan fillet, raw	424	23.4	0.7	0.2	0	0	53
08C20012	Ostrich, moon steak, raw	455	23.7	1.4	0.5	0	0	52
08C20013	Pigeon (squab), whole, raw	1219	16.2	25.5	6.8	0	0	68
08C20014	Emu, fan fillet, raw	486	24.7	1.8	0.6	0	0	43
08C20015	Emu, steak, raw	504	25.5	1.9	0.6	0	0	54
08D10033	Chicken, liver, stewed or braised	666	25.7	5.5	1.8	1.5	0	51
08D10036	Lamb, liver, stewed or braised	972	30.6	10.7	3.1	3.3	0	43
08D10041	Ox, liver, stewed or braised	922	26.2	11.7	3.8	2.6	0	70
08D10052	Ox, tongue, stewed or braised	1289	21.2	25.1	11.8	0	0	78
08D10053	Ox, tongue, smoked or cured or pickled, cooked	1289	21.2	25.1	11.8	0	0	922
08D10056	Giblets, excluding liver, cooked	650	24.8	6.2	1.8	0	0	64
08D10100	Beef, kidney, simmered	566	27.4	2.7	1	0	0	110
08D10104	Beef, tail, simmered	1453	21.7	29.3	11.2	0	0	53
08D10112	Lamb, brain, simmered	565	12.8	9.4	2.6	0	0	110
08D10130	Pork, Blood, Fresh	320	18.5	0.1	0	0.1	0.1	207
08D10131	Beef, heart, raw	420	18.2	3	1.2	0	0	91
08D10132	Beef, heart, simmered	627	31.2	2.6	1	0	0	89
08D10133	Beef, liver, raw	704	20	8.6	2.8	2.7	0	78
08D10134	Beef, liver, simmered	922	26.2	11.7	3.8	2.6	0	70
08D10135	Beef, kidney, raw	369	18.2	1.6	0.6	0	0	160
08D10137	Beef, tail, raw	1287	17.4	26.8	10.3	0	0	82
08D10139	Beef, tongue, raw	833	17.2	14.6	6.9	0	0	79
08D10140	Beef, tongue, simmered	1289	21.2	25.1	11.8	0	0	78
08D10141	Beef, tripe, raw	302	13.2	2.1	0.9	0	0	100
08D10142	Beef, tripe, simmered	348	14.4	2.8	1.2	0	0	72
08D10143	Lamb, brain, raw	505	12.3	8	2.2	0	0	120
08D10145	Lamb, heart, raw	510	17.8	5.6	2.3	0	0	82
08D10146	Lamb, heart, baked	770	28.1	7.9	3.3	0	0	73
08D10147	Lamb, kidney, raw	383	17.1	2.5	0.9	0	0	190
08D10148	Lamb, kidney, simmered	611	26.6	4.3	1.5	0	0	200
08D10149	Lamb, tongue, raw	834	15.3	15.5	6	0	0	82
08D10150	Lamb, tongue, simmered	1158	23.7	20.4	7.9	0	0	88
08D10151	Lamb, liver, raw	680	21.4	7.5	2.2	2.3	0	67
08D10153	Veal, heart, raw	429	18.5	3.1	1.2	0	0	93
08D10154	Veal, heart, baked	762	32	5.9	2.2	0	0	78
08D10155	Veal, kidney, raw	448	17.4	4.1	1.5	0	0	200
08D10156	Veal, kidney, grilled	702	26.7	6.7	2.5	0	0	230
08D10157	Veal, liver, grilled	786	27	8.1	2.7	1.6	0	100
08D10158	Veal, liver, raw	567	18.4	5.5	1.8	3	0	83
08D10160	Chicken, liver, raw	489	17.8	5.1	1.4	0	0	66
08E20029	Sausage, Chinese, simmered	1156	12.3	24	8	2.3	0	553
08E20039	Sausage, lamb, unflavoured, grilled or barbecued	1201	24.8	18.1	7.7	6.2	4.6	650
08E20072	Frankfurt, canned, boiled, drained	877	11.3	17.4	6.4	1.7	0.8	560
08E20073	Sausage, beef, raw	1063	12.5	21.4	9.9	2.4	0	650
08E20074	Sausage, beef, fried, no added fat	1079	15.1	19.7	9.4	4.7	0.4	795
08E20076	Sausage, pork, raw	1090	12	22.2	9	3.2	0	690
08E20077	Sausage, pork, fried, no added fat	1102	15.4	20	8.1	5.2	0.7	900
08E20078	Sausage, pork, grilled, no added fat	1203	16.8	21.7	8.8	6.1	0.6	950
08E20082	Salami, Polish	970	16.9	17.1	5.8	2.3	0.4	843
08E20083	Frankfurt or cheerios, fresh, simmered	1030	14	19.5	7.6	3.3	0.2	754
08E20085	Sausage, beef, baked or microwaved, no added fat	1437	16.9	28.9	13.3	3.2	0	659
08E20087	Sausage, pork, boiled or casseroled	1160	12.8	23.6	9.6	3.4	0	551
08E20090	Sausage, beef, boiled or casseroled	1131	13.3	22.8	10.5	2.6	0	519
08E20093	Sausage, chicken, raw	1090	11.6	22.6	7	2.1	0	695
08E20094	Sausage, chicken, grilled or barbecued, no added fat	1473	15.7	30.5	9.5	2.9	0	704
08E20095	Sausage, chicken, baked or microwaved, no added fat	1473	15.7	30.5	9.5	2.9	0	704
08E20097	Sausage, pork, baked or microwaved, no added fat	1473	16.2	30	12.2	4.3	0	699
08E20099	Frankfurt or cheerios, grilled	1067	14.5	20.2	7.9	3.4	0.2	781
08E20102	Sausage, chicken, dry fried	1380	14.7	28.6	8.9	2.7	0	660
08E20104	Sausage, chicken, boiled or casseroled	1160	12.3	24	7.5	2.3	0	555
08E20107	Sausage, Dutch style, dry fried	1228	21.4	21.6	7.4	2.9	0.5	801
08E20108	Sausage, Dutch style, grilled, no added fat	1311	22.8	23.1	7.8	3.1	0.5	855
08E20109	Sausage, Dutch style, boiled or casseroled	1032	17.9	18.1	6.2	2.4	0.4	673
08E20117	Sausage, beef, grilled, no added fat	1124	13.9	21.5	10.3	4.9	0.4	786
08E20122	Sausage, Lebanese restaurant-style	1197	24.8	18.1	7.7	6.2	4.6	650
08E30073	Ham, leg, canned, reduced salt (sodium less than 850mg/100g)	469	17.2	4.5	1.7	0.6	0.6	845
08E30074	Ham, shoulder, non-canned, no separable fat	386	14.9	3.6	1.2	0	0	1270
08E30076	Ham, non-canned, reduced salt (sodium approximately 300mg/100g)	430	17.5	3.6	1.3	0	0	302
08E30097	Pancetta	839	19.2	13.7	5.2	0.4	0.4	1373
08E30100	Speck	900	22.6	14	5.5	0	0	1510
08E30103	Turkey, deli-carve (light & dark meat), delicatessen-sliced, ready to eat	597	15.5	8.7	2.5	0.7	0	820
08E30104	Turkey, breast, smoked, deli-sliced, ready-to-eat	648	29.4	4	0.9	0	0	210
08E30105	Turkey ham	413	15.2	3.9	1.3	0.6	0.6	780
08E30112	Spam, canned, reduced salt (sodium approximately 500mg/100g)	1386	12.5	31	11.9	1.3	1.3	513
08E30113	Spam, canned,  reduced fat (fat approximately 20g/100g)	1024	15.4	19.9	7.6	1.3	1.3	1178
08E30165	Bacon, breakfast rasher, raw	404	14.6	3.4	1.2	1.4	0.7	1400
08E30166	Bacon, breakfast rasher, dry fried	648	21.9	5.8	2.1	3.1	1.8	2000
08E30167	Bacon, breakfast rasher, grilled, no added fat	593	22.2	4.5	1.6	2.4	1.8	2100
08E30169	Bacon, middle rasher, 75% trimmed, raw	825	19.3	13.3	5	0.4	0.4	1379
08E30170	Bacon, middle rasher, lean & fat, raw	1310	15.4	28.2	10.6	0.3	0.3	1148
08E30172	Bacon, middle rasher, 75% trimmed, dry fried	1162	29	17.6	6.6	0.9	0.9	1842
08E30173	Bacon, middle rasher, lean, grilled	999	33.2	11.3	4.2	0.9	0.9	2300
08E30174	Bacon, middle rasher, 75% trimmed, grilled, no added fat	1095	32.2	14.4	5.3	0.9	0.9	2221
08E30175	Bacon, middle rasher, fat only, grilled, no added fat	2747	14.5	67.4	26.2	0.4	0.4	860
08E30176	Beef, corned, lean, ready to eat	416	18.4	2.7	1.1	0.2	0.2	1200
08E30177	Beef, corned, 75% trimmed, ready-to-eat	475	18.1	4.5	2	0.2	0.2	1180
08E30179	Beef, corned, lean & fat, ready to eat	631	17.2	9	3.9	0.2	0.2	1128
08E30180	Beef, corned, canned	839	23.6	11.7	4.9	0.3	0.3	1190
08E30183	Brawn, processed meat	909	16.7	16.9	5.9	0	0	830
08E30184	Camp pie, processed meat, canned	678	13.4	8.5	3.6	6.6	0.1	827
08E30185	Chicken, processed luncheon meat, low or reduced fat	515	18.8	1.8	0.5	6.4	0.4	730
08E30186	Devon or fritz	977	12.1	18	7.2	5.6	0.7	844
08E30188	Ham, leg, canned, lean & fat	469	17.2	4.5	1.7	0.6	0.6	1250
08E30189	Ham, leg, non-canned, lean	453	18.8	3.6	1.3	0	0	1293
08E30190	Ham, leg, non-canned, lean & fat	867	31.5	8.9	3.1	0	0	1650
08E30191	Ham, shoulder, canned, lean & fat	495	15.4	6.3	2.4	0	0	1430
08E30192	Ham, shoulder, non-canned, lean & fat	463	14.2	6	2.1	0	0	1270
08E30193	Ham, steak, raw	520	14.4	6.1	2.3	2.9	0.4	1130
08E30194	Ham steak, grilled	681	19.4	7.8	2.9	3.7	0.8	1400
08E30195	Ham & chicken roll, processed luncheon meat	965	12.8	17.7	6.4	4.6	1	874
08E30196	Kabana or cabanossi, processed meat	1168	14.9	24.7	10.5	0	0	850
08E30197	Mortadella	1345	14.2	28.9	9.3	1.2	0.4	759
08E30198	Salami, Danish	1794	18.9	38.9	13.3	1.2	0.8	1495
08E30199	Salami, Hungarian	1731	21	36.4	11.7	0.9	0	1726
08E30200	Salami, mettwurst	1755	21.5	36.8	12.2	0.8	0.5	1560
08E30201	Salami, Milano	1780	21.7	36.9	11.6	2.2	1	1552
08E30202	Salami, pepperoni	1722	22.8	35.1	13	1.6	0.8	1433
08E30204	Spam, canned	1359	12.3	30.4	11.3	1.3	1.3	1539
08E30206	Turkey, roast, deli-sliced, ready-to-eat	606	15.5	8.7	2.9	0.7	0	820
08E30207	Turkey, processed luncheon meat	427	15.2	3.9	1.4	0.6	0.6	780
08E30208	Beef, roast, deli-sliced, ready-to-eat	434	18.5	3	1.3	0.5	0.5	1200
08E30210	Chicken roll, processed luncheon meat	661	14.6	8.6	2.8	4.9	0.5	716
08E30211	Bacon, middle rasher, lean & fat, grilled	1344	29.5	22.4	8.5	0.8	0.8	2015
08E30212	Bacon, middle rasher, lean & fat, dry fried	1556	24.5	30.4	11.8	0.8	0.8	1543
08E30213	Bacon, middle rasher, 75% trimmed, boiled or simmered	1289	30.2	20.7	7.7	0.5	0.5	1940
08E30221	Bacon, middle rasher, lean & fat, boiled or simmered	2046	24.1	44	16.6	0.4	0.4	1614
08E30256	Sausage, white pudding	1553	5.7	25.8	8.3	29.5	0	301
08E30259	Ham, prosciutto or parma style, raw	1045	27.6	15.4	6	0.4	0.4	2600
08E30273	Bacon, middle rasher, lean & fat, baked, no added fat	2183	25.7	47	17.7	0.4	0.4	1721
08E30277	Berliner	983	14.4	18.8	6.8	1.9	1.1	834
08E30278	Strassburg	995	13.3	18.4	6.8	4.3	0.6	832
08E30287	Garlic roll	989	13.1	17.8	6.6	5.1	0.6	880
08E30293	Bacon, middle rasher, lean, raw	573	21.3	5.5	2	0.4	0.4	1500
