Food ID	Food name	Energy (kJ)	Protein (g)	Fat, total (g)	Fat, saturated (g)	Available carbohydrate (g)	Total sugars (g)	Sodium (mg)
06D10422	Custard apple, African pride, peeled, raw	342	1.4	0.6	0.2	15.8	14.7	4
06D10427	Apple, red delicious, unpeeled, raw	244	0.3	0	0	12.8	12.4	1
06D10428	Apple, golden delicious, unpeeled, raw	213	0.3	0	0	10.8	10.8	2
06D10430	Apple, jonathon, unpeeled, raw	233	0.3	0	0	11.9	11.8	1
06D10431	Apple, fuji, unpeeled, raw	253	0.3	0.3	0	12.1	12.1	2
06D10432	Apple, bonza, unpeeled, raw	251	0.3	0.3	0	11.5	11.5	0
06D10433	Apple, pink lady, unpeeled, raw	254	0.3	0.4	0	11.9	11.9	0
06D10437	Pear, packhams triumph, unpeeled, raw	184	0.3	0	0	9.1	9.1	1
06D10438	Pear, william bartlett, unpeeled, raw	196	0.3	0	0	8.9	8.9	2
06D10443	Banana, cavendish, peeled, raw	398	1.4	0.3	0	19.6	12.8	0
06D10444	Banana, lady finger or sugar, peeled, raw	497	1.5	0.1	0	25	18.3	2
06D10448	Apple, granny-smith, unpeeled, baked	230	0.4	0.2	0	10.3	9.8	3
06D10449	Quince, peeled, raw	255	0.5	0.2	0	11	11	16
06D10456	Apple, royal gala, unpeeled, raw	234	0.4	0	0	12.1	11.1	1
06D10463	Kiwifruit, gold, peeled	259	1.2	0.5	0.1	11.1	10.9	3
06D20014	Pear, canned in sugar syrup, syrup only	260	0.2	0	0	14.7	14.7	2
06D20015	Pear, canned in light syrup, syrup only	256	0.2	0	0	14.5	14.5	2
06D20016	Pear, canned in pear juice, juice only	160	0.2	0	0	8.8	8.8	6
06D20017	Pear, canned in intense sweetened liquid, liquid only	93	0.2	0	0	5	5	2
06D20020	Guava, pulp, canned	152	0.7	0.5	0.1	3.5	3.4	4
06D20022	Pineapple, canned in pineapple juice, juice only	201	0.3	0	0	10.6	10.6	1
06D20023	Pineapple, canned in heavy syrup, syrup only	396	0.3	0	0	22	22	1
06E10064	Fruit salad, canned in heavy syrup, undrained	367	0.5	0.1	0	19.5	19.5	2
06E10065	Fruit salad, canned in heavy syrup, drained	372	0.6	0.2	0.1	19	19	2
06E10066	Fruit salad, canned in syrup, undrained	212	0.4	0.1	0	11	11	4
06E10067	Fruit salad, canned in syrup, drained	215	0.6	0.1	0	10.6	10.6	4
06E10068	Fruit salad, canned in pear juice, drained	177	0.6	0.1	0	8.5	8.5	6
06E10069	Fruit salad, canned in pear juice, drained	184	0.8	0.1	0	8.2	8.2	6
06E10075	Pawpaw (papaya) dried, sweetened	1218	1.4	0.4	0.1	64.8	64.8	25
06E10076	Pineapple, dried, sugar sweetened	1361	2.3	0.9	0.2	69.7	69.7	7
06E10080	Fruit salad, canned in pineapple juice, drained	236	0.9	0.2	0	10.8	10.8	2
06E10085	Fruit salad, canned in pineapple juice, undrained	229	0.7	0.1	0	11	11	2
06E20009	Fruit salad, canned in heavy syrup, syrup only	358	0.2	0	0	20.3	20.3	2
06E20010	Fruit salad, canned in syrup, syrup only	209	0.2	0	0	11.6	11.6	3
06E20011	Fruit salad, canned in pear juice, juice only	168	0.4	0	0	8.9	8.9	7
06E20016	Fruit salad, canned in pineapple juice, juice only	214	0.4	0	0	11.5	11.5	2
08A10227	Beef, oxtail, raw	1287	17.4	26.8	10.3	0	0	82
08A10709	Venison, grilled or barbecued	632	31.6	2.5	0.9	0	0	43
08A10727	Beef, blade steak, separable lean, raw	474	22.2	2.6	0.9	0	0	56
08A10728	Beef, blade steak, semi-trimmed, raw	598	21.6	6.2	2.3	0	0	54
08A10729	Beef, blade steak, untrimmed, raw	707	21	9.5	3.6	0	0	52
08A10730	Beef, blade steak, separable lean, grilled, no added fat	650	31.9	2.9	1	0	0	48
08A10731	Beef, blade steak, fully-trimmed, grilled, no added fat	683	31.6	4	1.4	0	0	48
08A10732	Beef, blade steak, semi-trimmed, grilled, no added fat	740	31	5.8	2.2	0	0	47
08A10733	Beef, blade steak, untrimmed, grilled, no added fat	791	30.5	7.4	2.8	0	0	46
08A10734	Beef, chuck steak, separable lean, raw	517	23	3.4	1.2	0	0	62
08A10735	Beef, chuck steak, fully-trimmed, raw	654	22.2	7.5	2.8	0	0	59
08A10736	Beef, chuck steak, untrimmed, raw	755	21.7	10.5	3.9	0	0	58
08A10737	Beef, chuck steak, separable lean, casseroled, no added fat	953	33	10.6	3.5	0	0	53
08A10738	Beef, chuck steak, fully-trimmed, casseroled, no added fat	1035	31.9	13.3	4.7	0	0	52
08A10739	Beef, chuck steak, untrimmed, casseroled, no added fat	1089	31.2	15.1	5.5	0	0	51
08A10740	Beef, diced, separable lean, raw	574	27.9	2.7	1	0	0	38
08A10741	Beef, diced, untrimmed, raw	614	27.6	3.9	1.5	0	0	38
08A10742	Beef, diced, separable lean, dry fried	667	32.7	3	1	0	0	47
08A10743	Beef, diced, fully-trimmed, dry fried	667	32.7	3	1	0	0	47
08A10744	Beef, diced, untrimmed, dry fried	691	32.4	3.8	1.3	0	0	47
08A10745	Beef, eye fillet, separable lean, grilled, no added fat	746	31.9	5.5	1.8	0	0	49
08A10746	Beef, fillet steak, separable lean, raw	570	22.2	5.2	2	0	0	57
08A10747	Beef, fillet steak, untrimmed, raw	710	21.5	9.3	3.7	0	0	55
08A10748	Beef, fillet steak, separable lean, grilled, no added fat	746	31.9	5.5	1.8	0	0	49
08A10749	Beef, fillet steak, fully-trimmed, grilled, no added fat	746	31.9	5.5	1.8	0	0	49
08A10750	Beef, fillet steak, semi-trimmed, grilled, no added fat	783	31.5	6.7	2.3	0	0	49
08A10751	Beef, fillet steak, untrimmed, grilled, no added fat	849	30.8	8.8	3.2	0	0	48
08A10752	Beef, round medallion, separable lean, grilled, no added fat	615	31.8	2	0.7	0	0	43
08A10753	Beef, round steak, separable lean, raw	420	21	1.7	0.6	0	0	50
08A10754	Beef, round steak, semi-trimmed, raw	525	20.5	4.7	1.9	0	0	49
08A10755	Beef, round steak, untrimmed, raw	568	20.4	6	2.5	0	0	48
08A10756	Beef, round steak, separable lean, grilled, no added fat	615	31.8	2	0.7	0	0	43
08A10757	Beef, round steak, fully-trimmed, grilled, no added fat	632	31.6	2.5	0.9	0	0	43
08A10758	Beef, round steak, semi-trimmed, grilled, no added fat	656	31.4	3.3	1.2	0	0	43
08A10759	Beef, round steak, untrimmed, grilled, no added fat	697	31	4.6	1.6	0	0	42
08A10760	Beef, rump medallion, separable lean, grilled, no added fat	710	32	4.5	1.5	0	0	43
08A10761	Beef, rump steak, separable lean, raw	450	20.4	2.8	1	0	0	50
08A10762	Beef, rump steak, semi-trimmed, raw	546	20	5.6	2.1	0	0	49
08A10763	Beef, rump steak, untrimmed, raw	815	18.9	13.3	5.3	0	0	46
08A10764	Beef, rump steak, separable lean, grilled, no added fat	710	32	4.5	1.5	0	0	43
08A10765	Beef, rump steak, fully-trimmed, grilled, no added fat	742	31.7	5.5	1.9	0	0	43
08A10766	Beef, rump steak, semi-trimmed, grilled, no added fat	804	31	7.5	2.6	0	0	42
08A10767	Beef, rump steak, untrimmed, grilled, no added fat	910	29.9	10.9	3.8	0	0	41
08A10768	Beef, scotch fillet, separable lean, raw	508	23.8	2.8	1.1	0	0	57
08A10769	Beef, scotch fillet, semi-trimmed, raw	751	22.4	10	4.1	0	0	53
08A10770	Beef, scotch fillet, untrimmed, raw	883	21.6	13.9	5.8	0	0	51
08A10771	Beef, scotch fillet, separable lean, grilled, no added fat	707	31.9	4.5	1.5	0	0	49
08A10772	Beef, scotch fillet, fully-trimmed, grilled, no added fat	756	31.4	6	2.1	0	0	48
08A10773	Beef, scotch fillet, semi-trimmed, grilled, no added fat	863	30.3	9.4	3.6	0	0	47
08A10774	Beef, scotch fillet, untrimmed, grilled, no added fat	953	29.4	12.3	4.9	0	0	46
08A10775	Beef, silverside minute steak, separable lean, roasted, no added fat	664	26.9	5.6	1.6	0	0	54
08A10776	Beef, silverside roast, separable lean, raw	495	24.1	2.3	0.8	0	0	44
08A10777	Beef, silverside roast, semi-trimmed, raw	568	23.7	4.5	1.8	0	0	43
08A10778	Beef, silverside roast, untrimmed, raw	711	22.8	8.7	3.6	0	0	42
08A10779	Beef, silverside roast, separable lean, roasted, no added fat	664	26.9	5.6	1.6	0	0	54
08A10780	Beef, silverside roast, fully-trimmed, roasted, no added fat	681	26.8	6.1	1.7	0	0	54
08A10781	Beef, silverside roast, semi-trimmed, roasted, no added fat	704	26.6	6.8	2	0	0	53
08A10782	Beef, silverside roast, untrimmed, roasted, no added fat	797	26	9.6	3.1	0	0	52
08A10783	Beef, sirloin steak, separable lean, raw	480	24.1	1.9	0.7	0	0	57
08A10784	Beef, sirloin steak, semi-trimmed, raw	599	23.4	5.5	2.2	0	0	55
08A10785	Beef, sirloin steak, untrimmed, raw	930	21.4	15.3	6.4	0	0	50
08A10786	Beef, sirloin steak, separable lean, grilled, no added fat	659	30.5	3.8	1.2	0	0	49
08A10787	Beef, sirloin steak, fully-trimmed, grilled, no added fat	676	30.3	4.3	1.5	0	0	49
08A10788	Beef, sirloin steak, semi-trimmed, grilled, no added fat	746	29.7	6.5	2.4	0	0	48
08A10789	Beef, sirloin steak, untrimmed, grilled, no added fat	1007	27.3	14.7	6	0	0	45
08A10790	Beef, stir-fry strips, separable lean, raw	536	27.2	2	0.7	0	0	38
08A10791	Beef, stir-fry strips, untrimmed, raw	559	27	2.7	1	0	0	38
08A10792	Beef, stir-fry strips, separable lean, dry fried	644	30.9	3.2	1	0	0	47
08A10793	Beef, stir-fry strips, fully-trimmed, dry fried	644	30.9	3.2	1	0	0	47
08A10794	Beef, stir-fry strips, untrimmed, dry fried	657	30.8	3.6	1.2	0	0	47
08A10795	Beef, t-bone steak, separable lean, raw	487	24.4	2	0.7	0	0	57
08A10796	Beef, t-bone steak, semi-trimmed, raw	738	22.8	9.5	3.9	0	0	53
08A10797	Beef, t-bone steak, untrimmed, raw	988	21.3	16.9	7.1	0	0	49
08A10798	Beef, t-bone steak, separable lean, grilled, no added fat	637	29.2	3.8	1.2	0	0	49
08A10799	Beef, t-bone steak, fully-trimmed, grilled, no added fat	755	28.2	7.4	2.8	0	0	48
08A10800	Beef, t-bone steak, semi-trimmed, grilled, no added fat	837	27.5	10	3.9	0	0	47
08A10801	Beef, t-bone steak, untrimmed, grilled, no added fat	984	26.3	14.5	5.9	0	0	45
08A10802	Beef, topside roast, separable lean, raw	490	22.3	3	1.1	0	0	44
08A10803	Beef, topside roast, semi-trimmed, raw	558	22	5	2	0	0	43
08A10804	Beef, topside roast, untrimmed, raw	558	22	5	2	0	0	43
08A10805	Beef, topside roast, separable lean, roasted, no added fat	660	32.7	2.8	0.8	0	0	54
08A10806	Beef, topside roast, fully-trimmed, roasted, no added fat	676	32.5	3.3	1	0	0	54
08A10807	Beef, topside roast, semi-trimmed, roasted, no added fat	719	32.1	4.7	1.5	0	0	53
08A10808	Beef, topside roast, untrimmed, roasted, no added fat	793	31.3	7.1	2.4	0	0	52
08A10809	Beef, topside steak, separable lean, raw	490	22.3	3	1.1	0	0	44
08A10810	Beef, topside steak, semi-trimmed, raw	558	22	5	2	0	0	43
08A10811	Beef, topside steak, untrimmed, raw	564	21.9	5.2	2	0	0	43
08A10812	Beef, topside steak, separable lean, roasted, no added fat	660	32.7	2.8	0.8	0	0	54
08A10813	Beef, topside steak, fully-trimmed, roasted, no added fat	676	32.5	3.3	1	0	0	54
08A10814	Beef, topside steak, semi-trimmed, roasted, no added fat	719	32.1	4.7	1.5	0	0	53
08A10815	Beef, topside steak, untrimmed, roasted, no added fat	793	31.3	7.1	2.4	0	0	52
08A10824	Beef, all cuts, separable fat, raw	2478	12.1	61.4	25.7	0	0	25
08A10825	Beef, all cuts, separable fat, cooked, no added fat	2317	15.3	55.6	21.6	0	0	29
08A10826	Beef, topside steak, fully-trimmed, raw	508	22.2	3.5	1.3	0	0	44
08A10827	Beef, topside roast, fully-trimmed, raw	518	22.2	3.8	1.4	0	0	44
08A10828	Beef, silverside minute steak, separable lean, raw	495	24.1	2.3	0.8	0	0	44
08A10829	Beef, silverside roast, fully-trimmed, raw	525	23.9	3.2	1.2	0	0	44
08A10830	Beef, stir-fry strips, fully-trimmed, raw	544	27.1	2.2	0.8	0	0	38
08A10831	Beef, round steak, fully-trimmed, raw	457	20.8	2.8	1.1	0	0	50
08A10832	Beef, round medallion, separable lean, raw	420	21	1.7	0.6	0	0	50
08A10833	Beef, rump steak, fully-trimmed, raw	511	20.2	4.6	1.7	0	0	49
08A10834	Beef, rump medallion, separable lean, raw	450	20.4	2.8	1	0	0	50
08A10835	Beef, diced, fully-trimmed, raw	588	27.8	3.1	1.1	0	0	38
08A10836	Beef, fillet steak, fully-trimmed, raw	608	22	6.3	2.4	0	0	56
08A10837	Beef, eye fillet, separable lean, raw	570	22.2	5.2	2	0	0	57
08A10838	Beef, t-bone steak, fully-trimmed, raw	607	23.7	5.5	2.3	0	0	55
08A10839	Beef, sirloin steak, fully-trimmed, raw	520	23.9	3.1	1.2	0	0	56
08A10840	Beef, scotch fillet, fully-trimmed, raw	607	23.2	5.7	2.3	0	0	55
08A10841	Beef, blade steak, fully-trimmed, raw	534	21.9	4.4	1.6	0	0	55
08A10911	Beef, topside or silverside, separable fat, raw	2478	12.1	61.4	26.6	0	0	25
08A10912	Beef, stir-fry strips or diced, separable fat, raw	2478	12.1	61.4	25.7	0	0	25
08A10913	Beef, round steak, separable fat, raw	2478	12.1	61.4	27.4	0	0	25
08A10914	Beef, rump steak, separable fat, raw	2478	12.1	61.4	24.6	0	0	25
08A10915	Beef, loin (fillet, sirloin, scotch fillet, t-bone), separable fat, raw	2478	12.1	61.4	26.1	0	0	25
08A10916	Beef, blade steak, separable fat, raw	2478	12.1	61.4	23.6	0	0	25
08A10917	Beef, topside/silverside, separable fat, roasted, no added fat	2317	15.3	55.6	21.1	0	0	29
08A10918	Beef, stir-fry strips or diced, separable fat, dry fried	2317	15.3	55.6	21.1	0	0	29
08A10919	Beef, round steak, separable fat, grilled, no added fat	2317	15.3	55.6	20.4	0	0	29
08A10920	Beef, rump steak, separable fat, grilled, no added fat	2317	15.3	55.6	20.3	0	0	29
08A10921	Beef, loin (fillet, sirloin, scotch fillet, t-bone), separable fat, grilled, no added fat	2317	15.3	55.6	23.7	0	0	29
08A10922	Beef, blade steak, separable fat, grilled, no added fat	2317	15.3	55.6	22.8	0	0	29
08A10924	Beef, chuck steak, separable fat, casseroled, no added fat	2317	15.3	55.6	22.8	0	0	29
08A10925	Beef, mince, low fat (lean/heart smart), dry fried	731	27.7	7	3.2	0	0	82
08A10926	Beef, rump steak, semi-trimmed, grilled, no added fat	1021	27	15.2	6.8	0	0	46
08A10927	Beef, mince, regular, dry fried	942	27.4	12.9	5.7	0	0	60
08A10929	Beef, 40% chemical lean, raw	2432	12.5	60	25.1	0	0	25
08A10930	Beef, 50% chemical lean, raw	2108	15.2	50	20.9	0	0	28
08A10931	Beef, 60% chemical lean, raw	1785	17.9	40	16.7	0	0	30
08A10932	Beef, 80% chemical lean, raw	1136	23.2	20	8.3	0	0	34
08A10933	Beef, 70% chemical lean, raw	1459	20.6	30	12.5	0	0	32
08A20519	Lamb, butterfly steak, separable lean, grilled, no added fat	843	29.8	9.1	3.4	0	0	74
08A20520	Lamb, chump chop, separable lean, raw	542	22.5	4.3	1.4	0	0	65
08A20521	Lamb, chump chop, semi-trimmed, raw	753	21.1	10.6	4.2	0	0	60
08A20522	Lamb, chump chop, untrimmed, raw	981	19.6	17.5	7.3	0	0	54
08A20523	Lamb, chump chop, separable lean, grilled, no added fat	957	34.1	10.2	3.6	0	0	65
08A20524	Lamb, chump chop, fully-trimmed, grilled, no added fat	1063	32.6	13.7	5.4	0	0	62
08A20525	Lamb, chump chop, semi-trimmed, grilled, no added fat	1132	31.7	16	6.5	0	0	60
08A20526	Lamb, chump chop, untrimmed, grilled, no added fat	1251	30	20	8.5	0	0	57
08A20527	Lamb, diced, separable lean, raw	554	21.3	5.2	1.8	0	0	53
08A20528	Lamb, diced, untrimmed, raw	588	21.1	6.2	2.2	0	0	52
08A20529	Lamb, diced, separable lean, dry fried	773	31.3	6.5	2.5	0	0	59
08A20530	Lamb, diced, fully-trimmed, dry fried	784	31.2	6.9	2.6	0	0	59
08A20531	Lamb, diced, untrimmed, dry fried	806	31	7.6	2.9	0	0	58
08A20532	Lamb, drumstick, separable lean, raw	559	20.5	5.7	2	0	0	72
08A20533	Lamb, drumstick, fully-trimmed, raw	700	19.7	9.9	3.8	0	0	68
08A20534	Lamb, drumstick, untrimmed, raw	1053	17.8	20.3	8.3	0	0	58
08A20535	Lamb, drumstick, separable lean, grilled, no added fat	898	28	11.4	4.3	0	0	67
08A20536	Lamb, drumstick, untrimmed, grilled, no added fat	1053	26.6	16.2	6.6	0	0	63
08A20537	Lamb, easy carve leg roast, separable lean, raw	477	21.1	3.2	1	0	0	61
08A20538	Lamb, easy carve leg roast, semi-trimmed, raw	618	20.3	7.4	2.9	0	0	58
08A20539	Lamb, easy carve leg roast, untrimmed, raw	786	19.4	12.3	5.1	0	0	54
08A20540	Lamb, easy carve leg roast, separable lean, roasted, no added fat	742	30.6	6	2.1	0	0	56
08A20541	Lamb, easy carve leg roast, fully-trimmed, roasted, no added fat	833	29.7	8.8	3.5	0	0	54
08A20542	Lamb, easy carve leg roast, semi-trimmed, roasted, no added fat	840	29.7	9.1	3.6	0	0	54
08A20543	Lamb, easy carve leg roast, untrimmed, roasted, no added fat	955	28.6	12.7	5.4	0	0	52
08A20544	Lamb, easy carve shoulder, separable lean, raw	468	18.2	4.3	1.5	0	0	53
08A20545	Lamb, easy carve shoulder, semi-trimmed, raw	695	17.3	10.9	4.3	0	0	49
08A20546	Lamb, easy carve shoulder, untrimmed, raw	894	16.5	16.6	6.8	0	0	46
08A20547	Lamb, easy carve shoulder, separable lean, roasted, no added fat	703	29.6	5.4	2	0	0	69
08A20548	Lamb, easy carve shoulder, fully-trimmed, roasted, no added fat	796	28.8	8.3	3.4	0	0	67
08A20549	Lamb, easy carve shoulder, semi-trimmed, roasted, no added fat	859	28.3	10.2	4.3	0	0	65
08A20550	Lamb, easy carve shoulder, untrimmed, roasted, no added fat	1095	26.2	17.5	7.6	0	0	59
08A20551	Lamb, eye of loin, separable lean, grilled, no added fat	843	29.8	9.1	3.4	0	0	74
08A20552	Lamb, forequarter chop, separable lean, raw	559	20.5	5.7	2	0	0	72
08A20553	Lamb, forequarter chop, fully-trimmed, raw	733	19.5	10.8	4.2	0	0	67
08A20554	Lamb, forequarter chop, semi-trimmed, raw	971	18.2	17.9	7.2	0	0	60
08A20555	Lamb, forequarter chop, untrimmed, raw	1126	17.4	22.4	9.2	0	0	56
08A20556	Lamb, forequarter chop, separable lean, grilled, no added fat	898	28	11.4	4.3	0	0	67
08A20557	Lamb, forequarter chop, fully-trimmed, grilled, no added fat	1060	26.6	16.4	6.7	0	0	62
08A20558	Lamb, forequarter chop, semi-trimmed, grilled, no added fat	1108	26.2	17.9	7.4	0	0	61
08A20559	Lamb, forequarter chop, untrimmed, grilled, no added fat	1173	25.6	19.9	8.3	0	0	59
08A20560	Lamb, frenched cutlet/rack, separable lean, raw	620	21.9	6.7	2.4	0	0	64
08A20561	Lamb, frenched cutlet/rack, semi-trimmed, raw	919	19.9	15.7	6.8	0	0	57
08A20562	Lamb, frenched cutlet/rack, untrimmed, raw	1004	19.4	18.2	8.1	0	0	54
08A20563	Lamb, Frenched cutlet/rack, separable lean, grilled, no added fat	837	30.5	8.6	3.2	0	0	66
08A20564	Lamb, Frenched cutlet/rack, fully-trimmed, grilled, no added fat	879	30.1	9.9	3.8	0	0	65
08A20565	Lamb, Frenched cutlet/rack, semi-trimmed, grilled, no added fat	1107	27.8	17.1	7.3	0	0	59
08A20566	Lamb, Frenched cutlet/rack, untrimmed, grilled, no added fat	1163	27.2	18.9	8.2	0	0	57
08A20567	Lamb, leg roast, separable lean, raw	477	21.1	3.2	1	0	0	68
08A20568	Lamb, leg roast, semi-trimmed, raw	604	20.4	7	2.7	0	0	65
08A20569	Lamb, leg roast, untrimmed, raw	786	19.4	12.3	5.1	0	0	60
08A20570	Lamb, leg roast, separable lean, roasted, no added fat	742	30.6	6	2.1	0	0	65
08A20571	Lamb, leg roast, fully-trimmed, roasted, no added fat	833	29.7	8.8	3.5	0	0	63
08A20572	Lamb, leg roast, semi-trimmed, roasted, no added fat	840	29.7	9.1	3.6	0	0	63
08A20573	Lamb, leg roast, untrimmed, roasted, no added fat	958	28.5	12.8	5.4	0	0	60
08A20574	Lamb, loin chop, separable lean, raw	671	28.6	5	1.8	0	0	71
08A20575	Lamb, loin chop, semi-trimmed, raw	856	26.6	10.9	4.7	0	0	65
08A20576	Lamb, loin chop, untrimmed, raw	1276	22	24.4	11.3	0	0	53
08A20577	Lamb, loin chop, separable lean, grilled, no added fat	843	29.8	9.1	3.4	0	0	74
08A20578	Lamb, loin chop, fully-trimmed, grilled, no added fat	914	29.1	11.3	4.4	0	0	72
08A20579	Lamb, loin chop, semi-trimmed, grilled, no added fat	953	28.7	12.6	5	0	0	70
08A20580	Lamb, loin chop, untrimmed, grilled, no added fat	1154	26.8	18.9	8.1	0	0	64
08A20581	Lamb, rump, separable lean, grilled, no added fat	957	34.1	10.2	3.6	0	0	65
08A20582	Lamb, tenderloin, separable lean, grilled, no added fat	671	27.5	5.5	1.9	0	0	75
08A20583	Lamb, mini roast, separable lean, raw	546	21.9	4.7	1.5	0	0	63
08A20584	Lamb, mini roast, semi-trimmed, raw	662	21.2	8.2	3.1	0	0	60
08A20585	Lamb, mini roast, untrimmed, raw	782	20.4	11.8	4.7	0	0	58
08A20586	Lamb, mini roast, separable lean, roasted, no added fat	680	27.8	5.6	2	0	0	58
08A20587	Lamb, mini roast, fully-trimmed, roasted, no added fat	696	27.7	6.1	2.2	0	0	58
08A20588	Lamb, mini roast, semi-trimmed, roasted, no added fat	779	27.1	8.6	3.5	0	0	56
08A20589	Lamb, mini roast, untrimmed, roasted, no added fat	858	26.5	11	4.6	0	0	55
08A20590	Lamb, steak, separable lean, raw	546	21.9	4.7	1.5	0	0	63
08A20591	Lamb, steak, semi-trimmed, raw	662	21.2	8.2	3.1	0	0	60
08A20592	Lamb, steak, untrimmed, raw	782	20.4	11.8	4.7	0	0	58
08A20593	Lamb, steak, separable lean, roasted, no added fat	680	27.8	5.6	2	0	0	58
08A20594	Lamb, steak, fully-trimmed, roasted, no added fat	696	27.7	6.1	2.2	0	0	58
08A20595	Lamb, steak, semi-trimmed, roasted, no added fat	779	27.1	8.6	3.5	0	0	56
08A20596	Lamb, steak, untrimmed, roasted, no added fat	858	26.5	11	4.6	0	0	55
08A20597	Lamb, stir-fry strips, separable lean, raw	528	21.9	4.2	1.4	0	0	53
08A20598	Lamb, stir-fry strips, untrimmed, raw	578	21.6	5.7	2	0	0	52
08A20599	Lamb, stir-fry strips, separable lean, dry fried	763	28.1	7.7	2.7	0	0	59
08A20600	Lamb, stir-fry strips, fully-trimmed, dry fried	770	28	7.9	2.8	0	0	59
08A20601	Lamb, stir-fry strips, untrimmed, dry fried	781	28	8.3	3	0	0	59
08A20602	Lamb, mince, raw	602	20.4	6.9	2.3	0	0	57
08A20603	Lamb, mince, dry fried	729	24.4	8.5	3.1	0	0	74
08A20604	Lamb, all cuts, separable fat, raw	2315	10.8	57.6	25.7	0	0	22
08A20605	Lamb, all cuts, separable fat, cooked, no added fat	2251	16.2	53.4	24.7	0	0	28
08A20607	Mutton, casserole, separable lean, raw	518	21.3	4.2	1.6	0	0	61
08A20608	Mutton, casserole, fully-trimmed, raw	638	20.5	7.8	3.3	0	0	59
08A20609	Mutton, casserole, untrimmed, raw	717	20	10.2	4.4	0	0	58
08A20610	Mutton, separable lean, casseroled, no added fat	1041	36.4	11.4	3.9	0	0	66
08A20611	Mutton, fully-trimmed, casseroled, no added fat	1094	35.6	13.2	4.8	0	0	66
08A20612	Mutton, untrimmed, casseroled, no added fat	1137	34.9	14.7	5.5	0	0	66
08A20613	Mutton, leg roast, separable lean, raw	509	21.6	3.8	1.3	0	0	80
08A20614	Mutton, leg roast, fully-trimmed, raw	582	21.1	6	2.2	0	0	78
08A20615	Mutton, leg roast, semi-trimmed, raw	634	20.8	7.6	2.9	0	0	77
08A20616	Mutton, leg roast, separable lean, roasted, no added fat	792	29.8	7.7	2.7	0	0	56
08A20617	Mutton, leg roast, fully-trimmed, roasted, no added fat	881	28.9	10.5	3.8	0	0	56
08A20618	Mutton, leg roast, semi-trimmed, roasted, no added fat	919	28.5	11.7	4.3	0	0	57
08A20619	Mutton, leg roast, untrimmed, roasted, no added fat	1093	26.8	17.2	6.4	0	0	57
08A20620	Mutton, all cuts, separable fat, raw	2522	8.2	64.4	28.6	0	0	33
08A20621	Mutton, all cuts, separable fat, cooked, no added fat	2694	10.7	67.9	28.4	0	0	64
08A20622	Lamb, butterfly steak, separable lean, raw	671	28.6	5	1.8	0	0	71
08A20623	Lamb, eye of loin, separable lean, raw	671	28.6	5	1.8	0	0	71
08A20624	Lamb, easy carve shoulder, fully-trimmed, raw	635	17.5	9.1	3.6	0	0	50
08A20625	Lamb, frenched cutlet/rack, fully-trimmed, raw	688	21.5	8.7	3.4	0	0	62
08A20626	Lamb, tenderloin, separable lean, raw	485	19.8	4	1.3	0	0	69
08A20627	Lamb, loin chop, fully-trimmed, raw	737	27.9	7.1	2.8	0	0	69
08A20628	Lamb, stir-fry strips, fully-trimmed, raw	544	21.8	4.7	1.6	0	0	53
08A20629	Lamb, chump chop, fully-trimmed, raw	719	21.3	9.6	3.8	0	0	61
08A20630	Lamb, rump, separable lean, raw	542	22.5	4.3	1.4	0	0	65
08A20631	Lamb, diced, fully-trimmed, raw	567	21.2	5.6	2	0	0	53
08A20632	Lamb, leg roast, fully-trimmed, raw	587	20.5	6.5	2.5	0	0	65
08A20633	Lamb, easy carve leg roast, lean, raw	587	20.5	6.5	2.5	0	0	59
08A20634	Lamb, steak, fully-trimmed, raw	582	21.7	5.8	2	0	0	62
08A20635	Lamb, mini roast, fully-trimmed, raw	582	21.7	5.8	2	0	0	62
08A20636	Lamb, leg (leg roast, mini roast, chump chop), separable fat, raw	2315	10.8	57.6	25.4	0	0	22
08A20637	Lamb, leg (leg roast, mini roast, chump chop), separable fat, roasted, no added fat	2251	16.2	53.4	25.3	0	0	28
08A20638	Lamb, loin, separable fat, raw	2315	10.8	57.6	27.5	0	0	22
08A20639	Lamb, loin, separable fat, grilled, no added fat	2251	16.2	53.4	24.8	0	0	28
